Open,High,Low,Close,Timestamp
81.9311475409836,81.62663755458516,81.84279475982544,81.82295081967231,11/10/2023 19:27:00
81.82295081967231,81.73471615720518,81.95087336244546,81.9311475409836,11/10/2023 19:28:00
82.03934426229512,81.84279475982521,82.05895196506572,81.9311475409836,11/10/2023 19:29:00
81.82295081967231,81.5185589519649,81.51855895196513,81.49836065573777,11/10/2023 19:30:00
81.49836065573777,81.30240174672485,81.41048034934511,81.49836065573777,11/10/2023 19:31:00
81.39016393442625,81.30240174672485,81.51855895196513,81.49836065573777,11/10/2023 19:32:00
81.49836065573777,81.30240174672485,81.51855895196513,81.49836065573777,11/10/2023 19:33:00
81.49836065573777,81.1943231441046,81.41048034934511,81.39016393442625,11/10/2023 19:34:00
81.49836065573777,81.1943231441046,81.41048034934511,81.39016393442625,11/10/2023 19:35:00
81.39016393442625,81.5185589519649,81.41048034934511,81.7147540983608,11/10/2023 19:36:00
81.7147540983608,81.41048034934488,81.62663755458516,81.7147540983608,11/10/2023 19:37:00
81.7147540983608,81.41048034934488,81.62663755458516,81.60655737704928,11/10/2023 19:38:00
81.7147540983608,81.5185589519649,81.73471615720541,81.60655737704928,11/10/2023 19:39:00
81.60655737704928,81.5185589519649,81.73471615720541,81.82295081967231,11/10/2023 19:40:00
81.7147540983608,81.62663755458516,81.84279475982544,81.82295081967231,11/10/2023 19:41:00
81.82295081967231,81.5185589519649,81.73471615720541,81.7147540983608,11/10/2023 19:42:00
81.82295081967231,81.5185589519649,81.73471615720541,81.60655737704928,11/10/2023 19:43:00
81.60655737704928,81.30240174672485,81.73471615720541,81.60655737704928,11/10/2023 19:44:00
81.60655737704928,81.41048034934488,81.51855895196513,81.7147540983608,11/10/2023 19:45:00
81.60655737704928,81.30240174672485,81.62663755458516,81.60655737704928,11/10/2023 19:46:00
81.7147540983608,81.41048034934488,81.51855895196513,81.39016393442625,11/10/2023 19:47:00
81.49836065573777,81.1943231441046,81.51855895196513,81.49836065573777,11/10/2023 19:48:00
81.49836065573777,81.41048034934488,81.62663755458516,81.49836065573777,11/10/2023 19:49:00
81.39016393442625,81.30240174672485,81.51855895196513,81.60655737704928,11/10/2023 19:50:00
81.60655737704928,81.5185589519649,81.73471615720541,81.82295081967231,11/10/2023 19:51:00
81.82295081967231,81.84279475982521,81.95087336244546,82.14754098360663,11/10/2023 19:52:00
82.14754098360663,81.84279475982521,82.05895196506572,82.14754098360663,11/10/2023 19:53:00
82.03934426229512,81.95087336244524,82.16703056768574,82.25573770491815,11/10/2023 19:54:00
82.14754098360663,81.95087336244524,82.16703056768574,82.25573770491815,11/10/2023 19:55:00
82.36393442622966,82.05895196506549,82.3831877729258,82.25573770491815,11/10/2023 19:56:00
82.14754098360663,81.95087336244524,82.27510917030577,82.14754098360663,11/10/2023 19:57:00
