Open,High,Low,Close,Timestamp
85.59492140266047,85.26213592233034,85.24768425292041,84.97463768115995,11/10/2023 19:26:00
85.1160822249094,84.82160194174776,85.0084575110759,85.09420289855098,11/10/2023 19:27:00
85.19588875453428,85.30218446601884,85.0881997583565,85.29347826086996,11/10/2023 19:28:00
85.39540507859783,85.10194174757271,85.1280708819977,84.93478260869597,11/10/2023 19:29:00
84.99637243047164,84.74150485436894,84.92871526379349,84.81521739130403,11/10/2023 19:30:00
84.87666263603387,84.78155339805835,84.8091018928717,85.09420289855098,11/10/2023 19:31:00
85.1559854897223,84.86165048543717,85.167942005638,84.97463768115995,11/10/2023 19:32:00
85.1160822249094,85.02184466019389,85.2078131292792,85.213768115942,11/10/2023 19:33:00
85.35550181378494,85.30218446601884,85.327426500201,85.45289855072497,11/10/2023 19:34:00
85.59492140266047,85.34223300970916,85.0084575110759,84.73550724637698,11/10/2023 19:35:00
84.796856106409,84.94174757281507,84.92871526379349,85.17391304347802,11/10/2023 19:36:00
85.27569528416007,84.94174757281507,85.1280708819977,85.213768115942,11/10/2023 19:37:00
85.35550181378494,85.74271844660234,85.4071687474825,85.731884057971,11/10/2023 19:38:00
85.83434099153601,85.5825242718447,85.68626661296821,85.65217391304395,11/10/2023 19:39:00
85.75453446191023,85.70266990291293,85.72613773660942,85.93115942028999,11/10/2023 19:40:00
86.07376058041064,85.66262135922352,85.76600886024971,85.49275362318804,11/10/2023 19:41:00
85.71463119709824,85.46237864077648,85.68626661296821,85.45289855072497,11/10/2023 19:42:00
85.55501813784758,85.18203883495153,85.52678211840521,85.37318840579701,11/10/2023 19:43:00
85.43530834340982,85.18203883495153,85.4071687474825,85.45289855072497,11/10/2023 19:44:00
85.55501813784758,85.42233009708707,85.60652436568671,85.37318840579701,11/10/2023 19:45:00
85.55501813784758,85.14199029126212,84.64961739830869,85.054347826087,11/10/2023 19:46:00
85.1559854897223,84.74150485436894,84.45026178010448,84.177536231884,11/10/2023 19:47:00
